"TIME","GEO","CITIZEN","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2014","France","ER","Total","Total","Person","0",""
"2014","France","ET","Total","Total","Person","15",""
"2014","France","KE","Total","Total","Person","0",""
"2014","France","MG","Total","Total","Person","0",""
"2014","France","MW","Total","Total","Person","0",""
"2014","France","MU","Total","Total","Person","0",""
"2014","France","MZ","Total","Total","Person","0",""
"2014","France","RW","Total","Total","Person","15",""
"2014","France","SC","Total","Total","Person","0",""
"2014","France","SO","Total","Total","Person","15",""
"2014","France","UG","Total","Total","Person","0",""
"2014","France","TZ","Total","Total","Person","0",""
"2014","France","ZM","Total","Total","Person","0",""
"2014","France","ZW","Total","Total","Person","0",""
"2014","France","DZ","Total","Total","Person","0",""
"2014","France","EG","Total","Total","Person","0",""
"2014","France","LY","Total","Total","Person","0",""
"2014","France","MA","Total","Total","Person","0",""
"2014","France","SS","Total","Total","Person","0",""
"2014","France","SD","Total","Total","Person","0",""
"2014","France","TN","Total","Total","Person","0",""
"2014","France","EH","Total","Total","Person","0",""
"2014","France","BW","Total","Total","Person","0",""
"2014","France","LS","Total","Total","Person","0",""
"2014","France","NA","Total","Total","Person","0",""
"2014","France","ZA","Total","Total","Person","0",""
"2014","France","SZ","Total","Total","Person","0",""
"2014","France","BJ","Total","Total","Person","0",""
"2014","France","BF","Total","Total","Person","0",""
"2014","France","CV","Total","Total","Person","0",""
"2014","France","CI","Total","Total","Person","10",""
"2014","France","GM","Total","Total","Person","0",""
"2014","France","GH","Total","Total","Person","0",""
"2014","France","GN","Total","Total","Person","0",""
"2014","France","GW","Total","Total","Person","0",""
"2014","France","LR","Total","Total","Person","0",""
"2014","France","ML","Total","Total","Person","0",""
"2014","France","MR","Total","Total","Person","0",""
"2014","France","NE","Total","Total","Person","0",""
"2014","France","NG","Total","Total","Person","0",""
"2014","France","SN","Total","Total","Person","0",""
"2014","France","SL","Total","Total","Person","0",""
"2014","France","TG","Total","Total","Person","0",""
"2014","France","CA","Total","Total","Person","0",""
"2014","France","US","Total","Total","Person","0",""
"2014","France","AG","Total","Total","Person","0",""
"2014","France","BS","Total","Total","Person","0",""
"2014","France","BB","Total","Total","Person","0",""
"2014","France","CU","Total","Total","Person","0",""
"2014","France","DM","Total","Total","Person","0",""
"2014","France","DO","Total","Total","Person","0",""
"2014","France","GD","Total","Total","Person","0",""
"2014","France","HT","Total","Total","Person","0",""
"2014","France","JM","Total","Total","Person","0",""
"2014","France","KN","Total","Total","Person","0",""
"2014","France","LC","Total","Total","Person","0",""
"2014","France","VC","Total","Total","Person","0",""
"2014","France","TT","Total","Total","Person","0",""
"2014","France","BZ","Total","Total","Person","0",""
"2014","France","CR","Total","Total","Person","0",""
"2014","France","SV","Total","Total","Person","0",""
"2014","France","GT","Total","Total","Person","0",""
"2014","France","HN","Total","Total","Person","0",""
"2014","France","MX","Total","Total","Person","0",""
"2014","France","NI","Total","Total","Person","0",""
"2014","France","PA","Total","Total","Person","0",""
"2014","France","AR","Total","Total","Person","0",""
"2014","France","BO","Total","Total","Person","0",""
"2014","France","BR","Total","Total","Person","0",""
"2014","France","CL","Total","Total","Person","0",""
"2014","France","CO","Total","Total","Person","0",""
"2014","France","EC","Total","Total","Person","0",""
"2014","France","GY","Total","Total","Person","0",""
"2014","France","PY","Total","Total","Person","0",""
"2014","France","PE","Total","Total","Person","0",""
"2014","France","SR","Total","Total","Person","0",""
"2014","France","UY","Total","Total","Person","0",""
"2014","France","VE","Total","Total","Person","0",""
"2014","France","KZ","Total","Total","Person","0",""
"2014","France","KG","Total","Total","Person","0",""
"2014","France","TJ","Total","Total","Person","0",""
"2014","France","TM","Total","Total","Person","0",""
"2014","France","UZ","Total","Total","Person","0",""
"2014","France","CN","Total","Total","Person","5",""
"2014","France","JP","Total","Total","Person","0",""
"2014","France","MN","Total","Total","Person","0",""
"2014","France","KP","Total","Total","Person","0",""
"2014","France","KR","Total","Total","Person","0",""
"2014","France","TW","Total","Total","Person","0",""
"2014","France","AF","Total","Total","Person","50",""
"2014","France","BD","Total","Total","Person","0",""
"2014","France","BT","Total","Total","Person","0",""
"2014","France","IN","Total","Total","Person","0",""
"2014","France","IR","Total","Total","Person","0",""
"2014","France","MV","Total","Total","Person","0",""
"2014","France","NP","Total","Total","Person","0",""
"2014","France","PK","Total","Total","Person","0",""
"2014","France","LK","Total","Total","Person","5",""
"2014","France","BN","Total","Total","Person","0",""
"2014","France","KH","Total","Total","Person","0",""
"2014","France","ID","Total","Total","Person","0",""
"2014","France","LA","Total","Total","Person","5",""
"2014","France","MY","Total","Total","Person","0",""
"2014","France","MM","Total","Total","Person","0",""
"2014","France","PH","Total","Total","Person","0",""
"2014","France","SG","Total","Total","Person","0",""
"2014","France","TH","Total","Total","Person","0",""
"2014","France","TL","Total","Total","Person","0",""
"2014","France","VN","Total","Total","Person","10",""
"2014","France","AM","Total","Total","Person","0",""
"2014","France","AZ","Total","Total","Person","0",""
"2014","France","BH","Total","Total","Person","0",""
"2014","France","GE","Total","Total","Person","0",""
"2014","France","IQ","Total","Total","Person","25",""
"2014","France","IL","Total","Total","Person","0",""
"2014","France","JO","Total","Total","Person","0",""
"2014","France","KW","Total","Total","Person","0",""
"2014","France","LB","Total","Total","Person","0",""
"2014","France","PS","Total","Total","Person","15",""
"2014","France","OM","Total","Total","Person","0",""
"2014","France","QA","Total","Total","Person","0",""
"2014","France","SA","Total","Total","Person","0",""
"2014","France","SY","Total","Total","Person","230",""
"2014","France","AE","Total","Total","Person","0",""
"2014","France","YE","Total","Total","Person","0",""
"2014","France","AU","Total","Total","Person","0",""
"2014","France","NZ","Total","Total","Person","0",""
"2014","France","FJ","Total","Total","Person","0",""
"2014","France","PG","Total","Total","Person","0",""
"2014","France","SB","Total","Total","Person","0",""
"2014","France","VU","Total","Total","Person","0",""
"2014","France","KI","Total","Total","Person","0",""
"2014","France","MH","Total","Total","Person","0",""
"2014","France","FM","Total","Total","Person","0",""
"2014","France","NR","Total","Total","Person","0",""
"2014","France","PW","Total","Total","Person","0",""
"2014","France","CK","Total","Total","Person","0",""
"2014","France","WS","Total","Total","Person","0",""
"2014","France","TO","Total","Total","Person","0",""
"2014","France","TV","Total","Total","Person","0",""
"2014","France","TOTAL","Total","Total","Person","450",""
"2015","France","AO","Total","Total","Person","0",""
"2015","France","CM","Total","Total","Person","0",""
"2015","France","CF","Total","Total","Person","0",""
"2015","France","TD","Total","Total","Person","5",""
"2015","France","CG","Total","Total","Person","0",""
"2015","France","CD","Total","Total","Person","10",""
"2015","France","GQ","Total","Total","Person","0",""
"2015","France","GA","Total","Total","Person","0",""
"2015","France","ST","Total","Total","Person","0",""
"2015","France","BI","Total","Total","Person","0",""
"2015","France","KM","Total","Total","Person","0",""
"2015","France","DJ","Total","Total","Person","0",""
"2015","France","ER","Total","Total","Person","25",""
"2015","France","ET","Total","Total","Person","45",""
"2015","France","KE","Total","Total","Person","0",""
"2015","France","MG","Total","Total","Person","0",""
"2015","France","MW","Total","Total","Person","0",""
"2015","France","MU","Total","Total","Person","0",""
"2015","France","MZ","Total","Total","Person","0",""
"2015","France","RW","Total","Total","Person","5",""
"2015","France","SC","Total","Total","Person","0",""
"2015","France","SO","Total","Total","Person","35",""
"2015","France","UG","Total","Total","Person","0",""
"2015","France","TZ","Total","Total","Person","0",""
"2015","France","ZM","Total","Total","Person","0",""
"2015","France","ZW","Total","Total","Person","0",""
"2015","France","DZ","Total","Total","Person","0",""
"2015","France","EG","Total","Total","Person","0",""
"2015","France","LY","Total","Total","Person","0",""
"2015","France","MA","Total","Total","Person","0",""
"2015","France","SS","Total","Total","Person","0",""
"2015","France","SD","Total","Total","Person","10",""
"2015","France","TN","Total","Total","Person","0",""
"2015","France","EH","Total","Total","Person","0",""
"2015","France","BW","Total","Total","Person","0",""
"2015","France","LS","Total","Total","Person","0",""
"2015","France","NA","Total","Total","Person","0",""
"2015","France","ZA","Total","Total","Person","0",""
"2015","France","SZ","Total","Total","Person","0",""
"2015","France","BJ","Total","Total","Person","0",""
"2015","France","BF","Total","Total","Person","0",""
"2015","France","CV","Total","Total","Person","0",""
"2015","France","CI","Total","Total","Person","5",""
"2015","France","GM","Total","Total","Person","0",""
"2015","France","GH","Total","Total","Person","0",""
"2015","France","GN","Total","Total","Person","0",""
"2015","France","GW","Total","Total","Person","0",""
"2015","France","LR","Total","Total","Person","0",""
"2015","France","ML","Total","Total","Person","0",""
"2015","France","MR","Total","Total","Person","0",""
"2015","France","NE","Total","Total","Person","0",""
"2015","France","NG","Total","Total","Person","0",""
"2015","France","SN","Total","Total","Person","0",""
"2015","France","SL","Total","Total","Person","0",""
"2015","France","TG","Total","Total","Person","0",""
"2015","France","CA","Total","Total","Person","0",""
"2015","France","US","Total","Total","Person","0",""
"2015","France","AG","Total","Total","Person","0",""
"2015","France","BS","Total","Total","Person","0",""
"2015","France","BB","Total","Total","Person","0",""
"2015","France","CU","Total","Total","Person","0",""
"2015","France","DM","Total","Total","Person","0",""
"2015","France","DO","Total","Total","Person","0",""
"2015","France","GD","Total","Total","Person","0",""
"2015","France","HT","Total","Total","Person","0",""
"2015","France","JM","Total","Total","Person","0",""
"2015","France","KN","Total","Total","Person","0",""
"2015","France","LC","Total","Total","Person","0",""
"2015","France","VC","Total","Total","Person","0",""
"2015","France","TT","Total","Total","Person","0",""
"2015","France","BZ","Total","Total","Person","0",""
"2015","France","CR","Total","Total","Person","0",""
"2015","France","SV","Total","Total","Person","0",""
"2015","France","GT","Total","Total","Person","0",""
"2015","France","HN","Total","Total","Person","0",""
"2015","France","MX","Total","Total","Person","0",""
"2015","France","NI","Total","Total","Person","0",""
"2015","France","PA","Total","Total","Person","0",""
"2015","France","AR","Total","Total","Person","0",""
"2015","France","BO","Total","Total","Person","0",""
"2015","France","BR","Total","Total","Person","0",""
"2015","France","CL","Total","Total","Person","0",""
"2015","France","CO","Total","Total","Person","0",""
"2015","France","EC","Total","Total","Person","0",""
"2015","France","GY","Total","Total","Person","0",""
"2015","France","PY","Total","Total","Person","0",""
"2015","France","PE","Total","Total","Person","0",""
"2015","France","SR","Total","Total","Person","0",""
"2015","France","UY","Total","Total","Person","0",""
"2015","France","VE","Total","Total","Person","0",""
"2015","France","KZ","Total","Total","Person","0",""
"2015","France","KG","Total","Total","Person","0",""
"2015","France","TJ","Total","Total","Person","0",""
"2015","France","TM","Total","Total","Person","0",""
"2015","France","UZ","Total","Total","Person","0",""
"2015","France","CN","Total","Total","Person","0",""
"2015","France","JP","Total","Total","Person","0",""
"2015","France","MN","Total","Total","Person","0",""
"2015","France","KP","Total","Total","Person","0",""
"2015","France","KR","Total","Total","Person","0",""
"2015","France","TW","Total","Total","Person","0",""
"2015","France","AF","Total","Total","Person","25",""
"2015","France","BD","Total","Total","Person","0",""
"2015","France","BT","Total","Total","Person","0",""
"2015","France","IN","Total","Total","Person","0",""
"2015","France","IR","Total","Total","Person","0",""
"2015","France","MV","Total","Total","Person","0",""
"2015","France","NP","Total","Total","Person","0",""
"2015","France","PK","Total","Total","Person","5",""
"2015","France","LK","Total","Total","Person","15",""
"2015","France","BN","Total","Total","Person","0",""
"2015","France","KH","Total","Total","Person","5",""
"2015","France","ID","Total","Total","Person","0",""
"2015","France","LA","Total","Total","Person","5",""
"2015","France","MY","Total","Total","Person","0",""
"2015","France","MM","Total","Total","Person","0",""
"2015","France","PH","Total","Total","Person","0",""
"2015","France","SG","Total","Total","Person","0",""
"2015","France","TH","Total","Total","Person","0",""
"2015","France","TL","Total","Total","Person","0",""
"2015","France","VN","Total","Total","Person","5",""
"2015","France","AM","Total","Total","Person","0",""
"2015","France","AZ","Total","Total","Person","0",""
"2015","France","BH","Total","Total","Person","0",""
"2015","France","GE","Total","Total","Person","0",""
"2015","France","IQ","Total","Total","Person","10",""
"2015","France","IL","Total","Total","Person","0",""
"2015","France","JO","Total","Total","Person","0",""
"2015","France","KW","Total","Total","Person","0",""
"2015","France","LB","Total","Total","Person","0",""
"2015","France","PS","Total","Total","Person","20",""
"2015","France","OM","Total","Total","Person","0",""
"2015","France","QA","Total","Total","Person","0",""
"2015","France","SA","Total","Total","Person","0",""
"2015","France","SY","Total","Total","Person","385",""
"2015","France","AE","Total","Total","Person","0",""
"2015","France","YE","Total","Total","Person","0",""
"2015","France","AU","Total","Total","Person","0",""
"2015","France","NZ","Total","Total","Person","0",""
"2015","France","FJ","Total","Total","Person","0",""
"2015","France","PG","Total","Total","Person","0",""
"2015","France","SB","Total","Total","Person","0",""
"2015","France","VU","Total","Total","Person","0",""
"2015","France","KI","Total","Total","Person","0",""
"2015","France","MH","Total","Total","Person","0",""
"2015","France","FM","Total","Total","Person","0",""
"2015","France","NR","Total","Total","Person","0",""
"2015","France","PW","Total","Total","Person","0",""
"2015","France","CK","Total","Total","Person","0",""
"2015","France","WS","Total","Total","Person","0",""
"2015","France","TO","Total","Total","Person","0",""
"2015","France","TV","Total","Total","Person","0",""
"2015","France","TOTAL","Total","Total","Person","620",""
"2016","France","AO","Total","Total","Person","0",""
"2016","France","CM","Total","Total","Person","0",""
"2016","France","CF","Total","Total","Person","0",""
"2016","France","TD","Total","Total","Person","0",""
"2016","France","CG","Total","Total","Person","0",""
"2016","France","CD","Total","Total","Person","0",""
"2016","France","GQ","Total","Total","Person","0",""
"2016","France","GA","Total","Total","Person","0",""
"2016","France","ST","Total","Total","Person","0",""
"2016","France","BI","Total","Total","Person","0",""
"2016","France","KM","Total","Total","Person","0",""
"2016","France","DJ","Total","Total","Person","0",""
"2016","France","ER","Total","Total","Person","0",""
"2016","France","ET","Total","Total","Person","0",""
"2016","France","KE","Total","Total","Person","0",""
"2016","France","MG","Total","Total","Person","0",""
"2016","France","MW","Total","Total","Person","0",""
"2016","France","MU","Total","Total","Person","0",""
"2016","France","MZ","Total","Total","Person","0",""
"2016","France","RW","Total","Total","Person","0",""
"2016","France","SC","Total","Total","Person","0",""
"2016","France","SO","Total","Total","Person","5",""
"2016","France","UG","Total","Total","Person","0",""
"2016","France","TZ","Total","Total","Person","0",""
"2016","France","ZM","Total","Total","Person","0",""
"2016","France","ZW","Total","Total","Person","0",""
"2016","France","DZ","Total","Total","Person","0",""
"2016","France","EG","Total","Total","Person","0",""
"2016","France","LY","Total","Total","Person","0",""
"2016","France","MA","Total","Total","Person","0",""
"2016","France","SS","Total","Total","Person","0",""
"2016","France","SD","Total","Total","Person","0",""
"2016","France","TN","Total","Total","Person","0",""
"2016","France","EH","Total","Total","Person","0",""
"2016","France","BW","Total","Total","Person","0",""
"2016","France","LS","Total","Total","Person","0",""
"2016","France","NA","Total","Total","Person","0",""
"2016","France","ZA","Total","Total","Person","0",""
"2016","France","SZ","Total","Total","Person","0",""
"2016","France","BJ","Total","Total","Person","0",""
"2016","France","BF","Total","Total","Person","0",""
"2016","France","CV","Total","Total","Person","0",""
"2016","France","CI","Total","Total","Person","0",""
"2016","France","GM","Total","Total","Person","0",""
"2016","France","GH","Total","Total","Person","0",""
"2016","France","GN","Total","Total","Person","0",""
"2016","France","GW","Total","Total","Person","0",""
"2016","France","LR","Total","Total","Person","0",""
"2016","France","ML","Total","Total","Person","0",""
"2016","France","MR","Total","Total","Person","0",""
"2016","France","NE","Total","Total","Person","0",""
"2016","France","NG","Total","Total","Person","0",""
"2016","France","SN","Total","Total","Person","0",""
"2016","France","SL","Total","Total","Person","0",""
"2016","France","TG","Total","Total","Person","0",""
"2016","France","CA","Total","Total","Person","0",""
"2016","France","US","Total","Total","Person","0",""
"2016","France","AG","Total","Total","Person","0",""
"2016","France","BS","Total","Total","Person","0",""
"2016","France","BB","Total","Total","Person","0",""
"2016","France","CU","Total","Total","Person","0",""
"2016","France","DM","Total","Total","Person","0",""
"2016","France","DO","Total","Total","Person","0",""
"2016","France","GD","Total","Total","Person","0",""
"2016","France","HT","Total","Total","Person","0",""
"2016","France","JM","Total","Total","Person","0",""
"2016","France","KN","Total","Total","Person","0",""
"2016","France","LC","Total","Total","Person","0",""
"2016","France","VC","Total","Total","Person","0",""
"2016","France","TT","Total","Total","Person","0",""
"2016","France","BZ","Total","Total","Person","0",""
"2016","France","CR","Total","Total","Person","0",""
"2016","France","SV","Total","Total","Person","0",""
"2016","France","GT","Total","Total","Person","0",""
"2016","France","HN","Total","Total","Person","0",""
"2016","France","MX","Total","Total","Person","0",""
"2016","France","NI","Total","Total","Person","0",""
"2016","France","PA","Total","Total","Person","0",""
"2016","France","AR","Total","Total","Person","0",""
"2016","France","BO","Total","Total","Person","0",""
"2016","France","BR","Total","Total","Person","0",""
"2016","France","CL","Total","Total","Person","0",""
"2016","France","CO","Total","Total","Person","0",""
"2016","France","EC","Total","Total","Person","0",""
"2016","France","GY","Total","Total","Person","0",""
"2016","France","PY","Total","Total","Person","0",""
"2016","France","PE","Total","Total","Person","0",""
"2016","France","SR","Total","Total","Person","0",""
"2016","France","UY","Total","Total","Person","0",""
"2016","France","VE","Total","Total","Person","0",""
"2016","France","KZ","Total","Total","Person","0",""
"2016","France","KG","Total","Total","Person","0",""
"2016","France","TJ","Total","Total","Person","0",""
"2016","France","TM","Total","Total","Person","0",""
"2016","France","UZ","Total","Total","Person","0",""
"2016","France","CN","Total","Total","Person","0",""
"2016","France","JP","Total","Total","Person","0",""
"2016","France","MN","Total","Total","Person","0",""
"2016","France","KP","Total","Total","Person","0",""
"2016","France","KR","Total","Total","Person","0",""
"2016","France","TW","Total","Total","Person","0",""
"2016","France","AF","Total","Total","Person","0",""
"2016","France","BD","Total","Total","Person","0",""
"2016","France","BT","Total","Total","Person","0",""
"2016","France","IN","Total","Total","Person","0",""
"2016","France","IR","Total","Total","Person","0",""
"2016","France","MV","Total","Total","Person","0",""
"2016","France","NP","Total","Total","Person","0",""
"2016","France","PK","Total","Total","Person","0",""
"2016","France","LK","Total","Total","Person","0",""
"2016","France","BN","Total","Total","Person","0",""
"2016","France","KH","Total","Total","Person","0",""
"2016","France","ID","Total","Total","Person","0",""
"2016","France","LA","Total","Total","Person","0",""
"2016","France","MY","Total","Total","Person","0",""
"2016","France","MM","Total","Total","Person","0",""
"2016","France","PH","Total","Total","Person","0",""
"2016","France","SG","Total","Total","Person","0",""
"2016","France","TH","Total","Total","Person","0",""
"2016","France","TL","Total","Total","Person","0",""
"2016","France","VN","Total","Total","Person","0",""
"2016","France","AM","Total","Total","Person","0",""
"2016","France","AZ","Total","Total","Person","0",""
"2016","France","BH","Total","Total","Person","0",""
"2016","France","GE","Total","Total","Person","0",""
"2016","France","IQ","Total","Total","Person","15",""
"2016","France","IL","Total","Total","Person","0",""
"2016","France","JO","Total","Total","Person","0",""
"2016","France","KW","Total","Total","Person","0",""
"2016","France","LB","Total","Total","Person","0",""
"2016","France","PS","Total","Total","Person","0",""
"2016","France","OM","Total","Total","Person","0",""
"2016","France","QA","Total","Total","Person","0",""
"2016","France","SA","Total","Total","Person","0",""
"2016","France","SY","Total","Total","Person","580",""
"2016","France","AE","Total","Total","Person","0",""
"2016","France","YE","Total","Total","Person","0",""
"2016","France","AU","Total","Total","Person","0",""
"2016","France","NZ","Total","Total","Person","0",""
"2016","France","FJ","Total","Total","Person","0",""
"2016","France","PG","Total","Total","Person","0",""
"2016","France","SB","Total","Total","Person","0",""
"2016","France","VU","Total","Total","Person","0",""
"2016","France","KI","Total","Total","Person","0",""
"2016","France","MH","Total","Total","Person","0",""
"2016","France","FM","Total","Total","Person","0",""
"2016","France","NR","Total","Total","Person","0",""
"2016","France","PW","Total","Total","Person","0",""
"2016","France","CK","Total","Total","Person","0",""
"2016","France","WS","Total","Total","Person","0",""
"2016","France","TO","Total","Total","Person","0",""
"2016","France","TV","Total","Total","Person","0",""
"2016","France","TOTAL","Total","Total","Person","600",""
"2017","France","AO","Total","Total","Person","0",""
"2017","France","CM","Total","Total","Person","0",""
"2017","France","CF","Total","Total","Person","15",""
"2017","France","TD","Total","Total","Person","0",""
"2017","France","CG","Total","Total","Person","0",""
"2017","France","CD","Total","Total","Person","30",""
"2017","France","GQ","Total","Total","Person","0",""
"2017","France","GA","Total","Total","Person","0",""
"2017","France","ST","Total","Total","Person","0",""
"2017","France","BI","Total","Total","Person","5",""
"2017","France","KM","Total","Total","Person","0",""
"2017","France","DJ","Total","Total","Person","0",""
"2017","France","ER","Total","Total","Person","35",""
"2017","France","ET","Total","Total","Person","35",""
"2017","France","KE","Total","Total","Person","0",""
"2017","France","MG","Total","Total","Person","0",""
"2017","France","MW","Total","Total","Person","0",""
"2017","France","MU","Total","Total","Person","0",""
"2017","France","MZ","Total","Total","Person","0",""
"2017","France","RW","Total","Total","Person","5",""
"2017","France","SC","Total","Total","Person","0",""
"2017","France","SO","Total","Total","Person","5",""
"2017","France","UG","Total","Total","Person","0",""
"2017","France","TZ","Total","Total","Person","0",""
"2017","France","ZM","Total","Total","Person","0",""
"2017","France","ZW","Total","Total","Person","0",""
"2017","France","DZ","Total","Total","Person","0",""
"2017","France","EG","Total","Total","Person","0",""
"2017","France","LY","Total","Total","Person","0",""
"2017","France","MA","Total","Total","Person","0",""
"2017","France","SS","Total","Total","Person","0",""
"2017","France","SD","Total","Total","Person","25",""
"2017","France","TN","Total","Total","Person","0",""
"2017","France","EH","Total","Total","Person","0",""
"2017","France","BW","Total","Total","Person","0",""
"2017","France","LS","Total","Total","Person","0",""
"2017","France","NA","Total","Total","Person","0",""
"2017","France","ZA","Total","Total","Person","0",""
"2017","France","SZ","Total","Total","Person","0",""
"2017","France","BJ","Total","Total","Person","0",""
"2017","France","BF","Total","Total","Person","0",""
"2017","France","CV","Total","Total","Person","0",""
"2017","France","CI","Total","Total","Person","0",""
"2017","France","GM","Total","Total","Person","0",""
"2017","France","GH","Total","Total","Person","0",""
"2017","France","GN","Total","Total","Person","0",""
"2017","France","GW","Total","Total","Person","0",""
"2017","France","LR","Total","Total","Person","0",""
"2017","France","ML","Total","Total","Person","0",""
"2017","France","MR","Total","Total","Person","0",""
"2017","France","NE","Total","Total","Person","0",""
"2017","France","NG","Total","Total","Person","10",""
"2017","France","SN","Total","Total","Person","0",""
"2017","France","SL","Total","Total","Person","0",""
"2017","France","TG","Total","Total","Person","0",""
"2017","France","CA","Total","Total","Person","0",""
"2017","France","US","Total","Total","Person","0",""
"2017","France","AG","Total","Total","Person","0",""
"2017","France","BS","Total","Total","Person","0",""
"2017","France","BB","Total","Total","Person","0",""
"2017","France","CU","Total","Total","Person","0",""
"2017","France","DM","Total","Total","Person","0",""
"2017","France","DO","Total","Total","Person","0",""
"2017","France","GD","Total","Total","Person","0",""
"2017","France","HT","Total","Total","Person","0",""
"2017","France","JM","Total","Total","Person","0",""
"2017","France","KN","Total","Total","Person","0",""
"2017","France","LC","Total","Total","Person","0",""
"2017","France","VC","Total","Total","Person","0",""
"2017","France","TT","Total","Total","Person","0",""
"2017","France","BZ","Total","Total","Person","0",""
"2017","France","CR","Total","Total","Person","0",""
"2017","France","SV","Total","Total","Person","0",""
"2017","France","GT","Total","Total","Person","0",""
"2017","France","HN","Total","Total","Person","0",""
"2017","France","MX","Total","Total","Person","0",""
"2017","France","NI","Total","Total","Person","0",""
"2017","France","PA","Total","Total","Person","0",""
"2017","France","AR","Total","Total","Person","0",""
"2017","France","BO","Total","Total","Person","0",""
"2017","France","BR","Total","Total","Person","0",""
"2017","France","CL","Total","Total","Person","0",""
"2017","France","CO","Total","Total","Person","0",""
"2017","France","EC","Total","Total","Person","0",""
"2017","France","GY","Total","Total","Person","0",""
"2017","France","PY","Total","Total","Person","0",""
"2017","France","PE","Total","Total","Person","0",""
"2017","France","SR","Total","Total","Person","0",""
"2017","France","UY","Total","Total","Person","0",""
"2017","France","VE","Total","Total","Person","0",""
"2017","France","KZ","Total","Total","Person","0",""
"2017","France","KG","Total","Total","Person","0",""
"2017","France","TJ","Total","Total","Person","0",""
"2017","France","TM","Total","Total","Person","0",""
"2017","France","UZ","Total","Total","Person","0",""
"2017","France","CN","Total","Total","Person","0",""
"2017","France","JP","Total","Total","Person","0",""
"2017","France","MN","Total","Total","Person","0",""
"2017","France","KP","Total","Total","Person","0",""
"2017","France","KR","Total","Total","Person","0",""
"2017","France","TW","Total","Total","Person","0",""
"2017","France","AF","Total","Total","Person","10",""
"2017","France","BD","Total","Total","Person","0",""
"2017","France","BT","Total","Total","Person","0",""
"2017","France","IN","Total","Total","Person","0",""
"2017","France","IR","Total","Total","Person","10",""
"2017","France","MV","Total","Total","Person","0",""
"2017","France","NP","Total","Total","Person","0",""
"2017","France","PK","Total","Total","Person","0",""
"2017","France","LK","Total","Total","Person","5",""
"2017","France","BN","Total","Total","Person","0",""
"2017","France","KH","Total","Total","Person","0",""
"2017","France","ID","Total","Total","Person","0",""
"2017","France","LA","Total","Total","Person","0",""
"2017","France","MY","Total","Total","Person","0",""
"2017","France","MM","Total","Total","Person","0",""
"2017","France","PH","Total","Total","Person","0",""
"2017","France","SG","Total","Total","Person","0",""
"2017","France","TH","Total","Total","Person","0",""
"2017","France","TL","Total","Total","Person","0",""
"2017","France","VN","Total","Total","Person","0",""
"2017","France","AM","Total","Total","Person","0",""
"2017","France","AZ","Total","Total","Person","0",""
"2017","France","BH","Total","Total","Person","0",""
"2017","France","GE","Total","Total","Person","0",""
"2017","France","IQ","Total","Total","Person","65",""
"2017","France","IL","Total","Total","Person","0",""
"2017","France","JO","Total","Total","Person","0",""
"2017","France","KW","Total","Total","Person","0",""
"2017","France","LB","Total","Total","Person","0",""
"2017","France","PS","Total","Total","Person","20",""
"2017","France","OM","Total","Total","Person","0",""
"2017","France","QA","Total","Total","Person","0",""
"2017","France","SA","Total","Total","Person","0",""
"2017","France","SY","Total","Total","Person","2,330",""
"2017","France","AE","Total","Total","Person","0",""
"2017","France","YE","Total","Total","Person","0",""
"2017","France","AU","Total","Total","Person","0",""
"2017","France","NZ","Total","Total","Person","0",""
"2017","France","FJ","Total","Total","Person","0",""
"2017","France","PG","Total","Total","Person","0",""
"2017","France","SB","Total","Total","Person","0",""
"2017","France","VU","Total","Total","Person","0",""
"2017","France","KI","Total","Total","Person","0",""
"2017","France","MH","Total","Total","Person","0",""
"2017","France","FM","Total","Total","Person","0",""
"2017","France","NR","Total","Total","Person","0",""
"2017","France","PW","Total","Total","Person","0",""
"2017","France","CK","Total","Total","Person","0",""
"2017","France","WS","Total","Total","Person","0",""
"2017","France","TO","Total","Total","Person","0",""
"2017","France","TV","Total","Total","Person","0",""
"2017","France","TOTAL","Total","Total","Person","2,620",""
"2018","France","AO","Total","Total","Person",":",""
"2018","France","CM","Total","Total","Person","0",""
"2018","France","CF","Total","Total","Person","115",""
"2018","France","TD","Total","Total","Person","5",""
"2018","France","CG","Total","Total","Person","0",""
"2018","France","CD","Total","Total","Person","30",""
"2018","France","GQ","Total","Total","Person",":",""
"2018","France","GA","Total","Total","Person",":",""
"2018","France","ST","Total","Total","Person",":",""
"2018","France","BI","Total","Total","Person",":",""
"2018","France","KM","Total","Total","Person",":",""
"2018","France","DJ","Total","Total","Person",":",""
"2018","France","ER","Total","Total","Person","165",""
"2018","France","ET","Total","Total","Person","35",""
"2018","France","KE","Total","Total","Person",":",""
"2018","France","MG","Total","Total","Person",":",""
"2018","France","MW","Total","Total","Person",":",""
"2018","France","MU","Total","Total","Person",":",""
"2018","France","MZ","Total","Total","Person",":",""
"2018","France","RW","Total","Total","Person","5",""
"2018","France","SC","Total","Total","Person",":",""
"2018","France","SO","Total","Total","Person","45",""
"2018","France","UG","Total","Total","Person",":",""
"2018","France","TZ","Total","Total","Person",":",""
"2018","France","ZM","Total","Total","Person",":",""
"2018","France","ZW","Total","Total","Person",":",""
"2018","France","DZ","Total","Total","Person",":",""
"2018","France","EG","Total","Total","Person",":",""
"2018","France","LY","Total","Total","Person",":",""
"2018","France","MA","Total","Total","Person","0",""
